utt_id,dataset_name,split_name,speaker_id,gender,domain,language,path_raw,path_proc,duration_sec,sample_rate,quality_flag,notes,clean_subset_name,clean_rule_version,selection_cell,coarse_style,selection_note,feature_status,feature_error,rms_dbfs,peak_dbfs,clipping_ratio,silence_ratio_40db,zcr_mean,spectral_centroid_hz_mean,f0_voiced_ratio,f0_median_hz,f0_p10_hz,f0_p90_hz
1089_134686_000028_000008,LibriTTS-R,test-clean,1089,male,speech,English,data/datasets/speech/libritts_r/raw/LibriTTS_R/test-clean/1089/134686/1089_134686_000028_000008.wav,,3.640000,24000,ok,,clean_speech_v1,v1,LibriTTS-R|male,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-18.489918,-0.915503,0.000000,0.017544,0.090212,1896.565879,0.816438,144.839462,89.272585,197.448078
1089_134686_000030_000000,LibriTTS-R,test-clean,1089,male,speech,English,data/datasets/speech/libritts_r/raw/LibriTTS_R/test-clean/1089/134686/1089_134686_000030_000000.wav,,5.560000,24000,ok,,clean_speech_v1,v1,LibriTTS-R|male,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-19.566488,-0.915503,0.000000,0.003831,0.064339,1569.739580,0.815081,101.888844,90.987093,129.572365
1089_134686_000030_000001,LibriTTS-R,test-clean,1089,male,speech,English,data/datasets/speech/libritts_r/raw/LibriTTS_R/test-clean/1089/134686/1089_134686_000030_000001.wav,,5.840000,24000,ok,,clean_speech_v1,v1,LibriTTS-R|male,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-21.751310,-0.915503,0.000000,0.025547,0.077222,1707.795960,0.762393,95.302987,79.037760,118.204597
1089_134686_000032_000000,LibriTTS-R,test-clean,1089,male,speech,English,data/datasets/speech/libritts_r/raw/LibriTTS_R/test-clean/1089/134686/1089_134686_000032_000000.wav,,6.800000,24000,ok,,clean_speech_v1,v1,LibriTTS-R|male,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-17.281548,-0.915503,0.000000,0.000000,0.102541,2011.430296,0.844347,106.763763,88.274877,145.745578
1089_134686_000032_000001,LibriTTS-R,test-clean,1089,male,speech,English,data/datasets/speech/libritts_r/raw/LibriTTS_R/test-clean/1089/134686/1089_134686_000032_000001.wav,,7.520000,24000,ok,,clean_speech_v1,v1,LibriTTS-R|male,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-19.646347,-0.915503,0.000000,0.000000,0.095086,1915.452469,0.799469,115.971493,84.550951,148.848287
1089_134686_000032_000004,LibriTTS-R,test-clean,1089,male,speech,English,data/datasets/speech/libritts_r/raw/LibriTTS_R/test-clean/1089/134686/1089_134686_000032_000004.wav,,3.360000,24000,ok,,clean_speech_v1,v1,LibriTTS-R|male,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-16.775250,-0.915503,0.000000,0.006329,0.054119,1494.564199,0.718101,101.094484,87.209827,129.025344
1089_134686_000032_000005,LibriTTS-R,test-clean,1089,male,speech,English,data/datasets/speech/libritts_r/raw/LibriTTS_R/test-clean/1089/134686/1089_134686_000032_000005.wav,,7.840000,24000,ok,,clean_speech_v1,v1,LibriTTS-R|male,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-22.551263,-0.915503,0.000000,0.005435,0.052984,1545.130422,0.691720,107.595947,81.941537,143.059270
1089_134686_000032_000006,LibriTTS-R,test-clean,1089,male,speech,English,data/datasets/speech/libritts_r/raw/LibriTTS_R/test-clean/1089/134686/1089_134686_000032_000006.wav,,5.520000,24000,ok,,clean_speech_v1,v1,LibriTTS-R|male,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-19.571361,-0.915503,0.000000,0.011583,0.067379,1608.059625,0.855335,109.669639,85.933677,132.127820
p225_001_mic1,VCTK Corpus 0.92,full local extraction,p225,female,speech,English,data/datasets/speech/vctk/raw/VCTK-Corpus-0.92/wav48_silence_trimmed/p225/p225_001_mic1.flac,,2.051521,48000,ok,canonical mic1 flac,clean_speech_v1,v1,VCTK Corpus 0.92|female,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-19.107166,-1.846376,0.000000,0.031088,0.093778,4819.530761,0.466019,186.038212,161.997338,235.553500
p225_027_mic1,VCTK Corpus 0.92,full local extraction,p225,female,speech,English,data/datasets/speech/vctk/raw/VCTK-Corpus-0.92/wav48_silence_trimmed/p225/p225_027_mic1.flac,,2.631729,48000,ok,canonical mic1 flac,clean_speech_v1,v1,VCTK Corpus 0.92|female,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-22.890310,-2.408765,0.000000,0.064777,0.079305,5120.997192,0.405303,199.600180,153.741914,302.381461
p225_028_mic1,VCTK Corpus 0.92,full local extraction,p225,female,speech,English,data/datasets/speech/vctk/raw/VCTK-Corpus-0.92/wav48_silence_trimmed/p225/p225_028_mic1.flac,,2.132479,48000,ok,canonical mic1 flac,clean_speech_v1,v1,VCTK Corpus 0.92|female,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-20.900010,-0.979357,0.000000,0.205000,0.061675,5381.633394,0.387850,227.858763,165.033523,244.267575
p225_040_mic1,VCTK Corpus 0.92,full local extraction,p225,female,speech,English,data/datasets/speech/vctk/raw/VCTK-Corpus-0.92/wav48_silence_trimmed/p225/p225_040_mic1.flac,,2.161333,48000,ok,canonical mic1 flac,clean_speech_v1,v1,VCTK Corpus 0.92|female,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-25.691098,-7.025512,0.000000,0.014778,0.057660,5280.969800,0.382488,173.881073,151.937444,211.421772
p225_049_mic1,VCTK Corpus 0.92,full local extraction,p225,female,speech,English,data/datasets/speech/vctk/raw/VCTK-Corpus-0.92/wav48_silence_trimmed/p225/p225_049_mic1.flac,,2.005271,48000,ok,canonical mic1 flac,clean_speech_v1,v1,VCTK Corpus 0.92|female,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-20.197820,-2.239382,0.000000,0.372340,0.035325,4705.443575,0.477612,180.770361,153.009021,202.218478
p225_051_mic1,VCTK Corpus 0.92,full local extraction,p225,female,speech,English,data/datasets/speech/vctk/raw/VCTK-Corpus-0.92/wav48_silence_trimmed/p225/p225_051_mic1.flac,,2.292083,48000,ok,canonical mic1 flac,clean_speech_v1,v1,VCTK Corpus 0.92|female,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-21.279939,-2.250709,0.000000,0.176744,0.046957,4294.574666,0.552174,177.983420,152.774467,213.386515
p225_053_mic1,VCTK Corpus 0.92,full local extraction,p225,female,speech,English,data/datasets/speech/vctk/raw/VCTK-Corpus-0.92/wav48_silence_trimmed/p225/p225_053_mic1.flac,,2.537542,48000,ok,canonical mic1 flac,clean_speech_v1,v1,VCTK Corpus 0.92|female,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-19.873095,-2.364107,0.000000,0.247899,0.046473,4618.000013,0.515748,184.573194,147.323751,203.331404
p225_063_mic1,VCTK Corpus 0.92,full local extraction,p225,female,speech,English,data/datasets/speech/vctk/raw/VCTK-Corpus-0.92/wav48_silence_trimmed/p225/p225_063_mic1.flac,,2.783667,48000,ok,canonical mic1 flac,clean_speech_v1,v1,VCTK Corpus 0.92|female,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-22.136069,-2.681642,0.000000,0.191571,0.059458,4568.633034,0.591398,174.371092,156.838231,230.156270
p225_065_mic1,VCTK Corpus 0.92,full local extraction,p225,female,speech,English,data/datasets/speech/vctk/raw/VCTK-Corpus-0.92/wav48_silence_trimmed/p225/p225_065_mic1.flac,,2.528500,48000,ok,canonical mic1 flac,clean_speech_v1,v1,VCTK Corpus 0.92|female,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-21.478620,-3.489018,0.000000,0.226891,0.066946,5129.809966,0.466403,188.696690,161.297039,232.217965
p225_070_mic1,VCTK Corpus 0.92,full local extraction,p225,female,speech,English,data/datasets/speech/vctk/raw/VCTK-Corpus-0.92/wav48_silence_trimmed/p225/p225_070_mic1.flac,,2.304958,48000,ok,canonical mic1 flac,clean_speech_v1,v1,VCTK Corpus 0.92|female,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-23.901026,-5.293770,0.000000,0.036866,0.059507,4615.337848,0.523810,193.222633,164.591178,213.227655
p225_071_mic1,VCTK Corpus 0.92,full local extraction,p225,female,speech,English,data/datasets/speech/vctk/raw/VCTK-Corpus-0.92/wav48_silence_trimmed/p225/p225_071_mic1.flac,,2.082896,48000,ok,canonical mic1 flac,clean_speech_v1,v1,VCTK Corpus 0.92|female,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-26.934540,-10.291644,0.000000,0.020408,0.053320,5212.157681,0.497608,196.671563,164.201594,218.425082
p225_073_mic1,VCTK Corpus 0.92,full local extraction,p225,female,speech,English,data/datasets/speech/vctk/raw/VCTK-Corpus-0.92/wav48_silence_trimmed/p225/p225_073_mic1.flac,,2.512583,48000,ok,canonical mic1 flac,clean_speech_v1,v1,VCTK Corpus 0.92|female,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-22.521569,-4.219188,0.000000,0.165254,0.064294,5220.468160,0.420635,209.546295,167.271614,302.902472
p225_109_mic1,VCTK Corpus 0.92,full local extraction,p225,female,speech,English,data/datasets/speech/vctk/raw/VCTK-Corpus-0.92/wav48_silence_trimmed/p225/p225_109_mic1.flac,,2.244687,48000,ok,canonical mic1 flac,clean_speech_v1,v1,VCTK Corpus 0.92|female,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-23.322429,-4.875419,0.000000,0.142180,0.060401,5177.071121,0.440000,190.391376,153.669318,214.572676
p225_111_mic1,VCTK Corpus 0.92,full local extraction,p225,female,speech,English,data/datasets/speech/vctk/raw/VCTK-Corpus-0.92/wav48_silence_trimmed/p225/p225_111_mic1.flac,,2.307521,48000,ok,canonical mic1 flac,clean_speech_v1,v1,VCTK Corpus 0.92|female,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-26.280115,-8.180421,0.000000,0.004608,0.050169,4841.981883,0.519481,169.319254,159.487349,202.027304
p225_121_mic1,VCTK Corpus 0.92,full local extraction,p225,female,speech,English,data/datasets/speech/vctk/raw/VCTK-Corpus-0.92/wav48_silence_trimmed/p225/p225_121_mic1.flac,,2.344000,48000,ok,canonical mic1 flac,clean_speech_v1,v1,VCTK Corpus 0.92|female,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-25.543626,-6.799922,0.000000,0.018182,0.060227,4751.480624,0.463830,186.746780,156.249561,229.756862
p225_122_mic1,VCTK Corpus 0.92,full local extraction,p225,female,speech,English,data/datasets/speech/vctk/raw/VCTK-Corpus-0.92/wav48_silence_trimmed/p225/p225_122_mic1.flac,,2.471167,48000,ok,canonical mic1 flac,clean_speech_v1,v1,VCTK Corpus 0.92|female,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-23.796204,-5.939339,0.000000,0.064655,0.045646,4664.627451,0.528226,180.345722,154.875946,236.549732
p225_142_mic1,VCTK Corpus 0.92,full local extraction,p225,female,speech,English,data/datasets/speech/vctk/raw/VCTK-Corpus-0.92/wav48_silence_trimmed/p225/p225_142_mic1.flac,,2.489729,48000,ok,canonical mic1 flac,clean_speech_v1,v1,VCTK Corpus 0.92|female,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-23.538518,-4.204982,0.000000,0.072650,0.040653,4809.799277,0.473896,183.281525,164.462889,237.480540
p225_145_mic1,VCTK Corpus 0.92,full local extraction,p225,female,speech,English,data/datasets/speech/vctk/raw/VCTK-Corpus-0.92/wav48_silence_trimmed/p225/p225_145_mic1.flac,,2.010312,48000,ok,canonical mic1 flac,clean_speech_v1,v1,VCTK Corpus 0.92|female,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-24.952564,-5.811089,0.000000,0.021164,0.041134,5271.513537,0.371287,201.585753,163.512253,320.189074
p225_153_mic1,VCTK Corpus 0.92,full local extraction,p225,female,speech,English,data/datasets/speech/vctk/raw/VCTK-Corpus-0.92/wav48_silence_trimmed/p225/p225_153_mic1.flac,,2.484667,48000,ok,canonical mic1 flac,clean_speech_v1,v1,VCTK Corpus 0.92|female,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-26.047737,-7.057711,0.000000,0.000000,0.047514,4563.803632,0.453815,190.410876,168.002839,207.950510
p225_159_mic1,VCTK Corpus 0.92,full local extraction,p225,female,speech,English,data/datasets/speech/vctk/raw/VCTK-Corpus-0.92/wav48_silence_trimmed/p225/p225_159_mic1.flac,,2.528417,48000,ok,canonical mic1 flac,clean_speech_v1,v1,VCTK Corpus 0.92|female,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-26.703722,-10.093674,0.000000,0.012605,0.056343,4897.733090,0.450593,164.181703,151.213659,190.079750
p225_172_mic1,VCTK Corpus 0.92,full local extraction,p225,female,speech,English,data/datasets/speech/vctk/raw/VCTK-Corpus-0.92/wav48_silence_trimmed/p225/p225_172_mic1.flac,,2.555375,48000,ok,canonical mic1 flac,clean_speech_v1,v1,VCTK Corpus 0.92|female,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-25.207884,-8.202202,0.000000,0.004167,0.061391,4566.803940,0.632812,156.991405,110.222649,214.800969
p225_179_mic1,VCTK Corpus 0.92,full local extraction,p225,female,speech,English,data/datasets/speech/vctk/raw/VCTK-Corpus-0.92/wav48_silence_trimmed/p225/p225_179_mic1.flac,,2.187438,48000,ok,canonical mic1 flac,clean_speech_v1,v1,VCTK Corpus 0.92|female,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-21.080916,-5.167913,0.000000,0.053398,0.021439,3778.960919,0.593607,175.538768,151.996149,197.709250
p225_182_mic1,VCTK Corpus 0.92,full local extraction,p225,female,speech,English,data/datasets/speech/vctk/raw/VCTK-Corpus-0.92/wav48_silence_trimmed/p225/p225_182_mic1.flac,,2.518021,48000,ok,canonical mic1 flac,clean_speech_v1,v1,VCTK Corpus 0.92|female,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-22.777156,-4.193376,0.000000,0.075949,0.061853,4873.144201,0.567460,176.711792,152.026881,207.993569
p225_191_mic1,VCTK Corpus 0.92,full local extraction,p225,female,speech,English,data/datasets/speech/vctk/raw/VCTK-Corpus-0.92/wav48_silence_trimmed/p225/p225_191_mic1.flac,,2.324021,48000,ok,canonical mic1 flac,clean_speech_v1,v1,VCTK Corpus 0.92|female,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-23.659174,-1.783329,0.000000,0.027523,0.060325,4519.835710,0.463519,192.632054,154.465719,229.961883
p225_197_mic1,VCTK Corpus 0.92,full local extraction,p225,female,speech,English,data/datasets/speech/vctk/raw/VCTK-Corpus-0.92/wav48_silence_trimmed/p225/p225_197_mic1.flac,,2.307875,48000,ok,canonical mic1 flac,clean_speech_v1,v1,VCTK Corpus 0.92|female,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-29.481425,-11.774949,0.000000,0.000000,0.035408,4574.971962,0.242424,210.881669,166.681067,263.730704
p225_199_mic1,VCTK Corpus 0.92,full local extraction,p225,female,speech,English,data/datasets/speech/vctk/raw/VCTK-Corpus-0.92/wav48_silence_trimmed/p225/p225_199_mic1.flac,,2.025833,48000,ok,canonical mic1 flac,clean_speech_v1,v1,VCTK Corpus 0.92|female,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-24.673518,-8.647550,0.000000,0.000000,0.035835,4240.495211,0.463054,176.386359,167.231887,274.612927
p225_208_mic1,VCTK Corpus 0.92,full local extraction,p225,female,speech,English,data/datasets/speech/vctk/raw/VCTK-Corpus-0.92/wav48_silence_trimmed/p225/p225_208_mic1.flac,,2.623063,48000,ok,canonical mic1 flac,clean_speech_v1,v1,VCTK Corpus 0.92|female,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-23.240225,-5.140084,0.000000,0.081301,0.037211,4609.457542,0.425856,183.976320,158.343456,215.247755
p225_221_mic1,VCTK Corpus 0.92,full local extraction,p225,female,speech,English,data/datasets/speech/vctk/raw/VCTK-Corpus-0.92/wav48_silence_trimmed/p225/p225_221_mic1.flac,,2.717125,48000,ok,canonical mic1 flac,clean_speech_v1,v1,VCTK Corpus 0.92|female,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-22.507214,-3.166317,0.000000,0.027451,0.049066,4330.431393,0.544118,177.752376,157.651153,265.561266
p225_223_mic1,VCTK Corpus 0.92,full local extraction,p225,female,speech,English,data/datasets/speech/vctk/raw/VCTK-Corpus-0.92/wav48_silence_trimmed/p225/p225_223_mic1.flac,,2.768167,48000,ok,canonical mic1 flac,clean_speech_v1,v1,VCTK Corpus 0.92|female,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-23.255733,-7.037423,0.000000,0.000000,0.060551,4369.163179,0.537906,180.320843,156.400843,249.730089
p225_225_mic1,VCTK Corpus 0.92,full local extraction,p225,female,speech,English,data/datasets/speech/vctk/raw/VCTK-Corpus-0.92/wav48_silence_trimmed/p225/p225_225_mic1.flac,,2.289667,48000,ok,canonical mic1 flac,clean_speech_v1,v1,VCTK Corpus 0.92|female,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-23.671656,-3.936464,0.000000,0.009302,0.064274,4927.104398,0.475983,169.129194,154.509391,238.491528
p225_240_mic1,VCTK Corpus 0.92,full local extraction,p225,female,speech,English,data/datasets/speech/vctk/raw/VCTK-Corpus-0.92/wav48_silence_trimmed/p225/p225_240_mic1.flac,,2.316562,48000,ok,canonical mic1 flac,clean_speech_v1,v1,VCTK Corpus 0.92|female,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-22.823470,-4.455461,0.000000,0.000000,0.030314,4287.359520,0.366379,188.710958,156.053670,285.062799
p225_243_mic1,VCTK Corpus 0.92,full local extraction,p225,female,speech,English,data/datasets/speech/vctk/raw/VCTK-Corpus-0.92/wav48_silence_trimmed/p225/p225_243_mic1.flac,,2.450667,48000,ok,canonical mic1 flac,clean_speech_v1,v1,VCTK Corpus 0.92|female,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-21.802240,-3.353424,0.000000,0.000000,0.044949,3633.581374,0.512195,168.229709,155.151200,205.615874
p225_244_mic1,VCTK Corpus 0.92,full local extraction,p225,female,speech,English,data/datasets/speech/vctk/raw/VCTK-Corpus-0.92/wav48_silence_trimmed/p225/p225_244_mic1.flac,,2.538458,48000,ok,canonical mic1 flac,clean_speech_v1,v1,VCTK Corpus 0.92|female,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-26.255079,-8.638230,0.000000,0.000000,0.065458,4532.597843,0.496063,205.187747,176.225944,245.784886
p225_248_mic1,VCTK Corpus 0.92,full local extraction,p225,female,speech,English,data/datasets/speech/vctk/raw/VCTK-Corpus-0.92/wav48_silence_trimmed/p225/p225_248_mic1.flac,,2.155542,48000,ok,canonical mic1 flac,clean_speech_v1,v1,VCTK Corpus 0.92|female,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-22.330368,-2.457873,0.000000,0.206897,0.077067,5233.717495,0.425926,183.436877,152.224937,231.112022
p225_254_mic1,VCTK Corpus 0.92,full local extraction,p225,female,speech,English,data/datasets/speech/vctk/raw/VCTK-Corpus-0.92/wav48_silence_trimmed/p225/p225_254_mic1.flac,,2.538979,48000,ok,canonical mic1 flac,clean_speech_v1,v1,VCTK Corpus 0.92|female,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-26.606700,-5.235455,0.000000,0.016736,0.051635,4756.532987,0.582677,177.727884,154.374139,218.438606
p225_257_mic1,VCTK Corpus 0.92,full local extraction,p225,female,speech,English,data/datasets/speech/vctk/raw/VCTK-Corpus-0.92/wav48_silence_trimmed/p225/p225_257_mic1.flac,,2.363875,48000,ok,canonical mic1 flac,clean_speech_v1,v1,VCTK Corpus 0.92|female,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-26.032030,-7.988805,0.000000,0.000000,0.055284,4205.059910,0.569620,174.734296,160.178716,210.168803
p225_258_mic1,VCTK Corpus 0.92,full local extraction,p225,female,speech,English,data/datasets/speech/vctk/raw/VCTK-Corpus-0.92/wav48_silence_trimmed/p225/p225_258_mic1.flac,,2.681062,48000,ok,canonical mic1 flac,clean_speech_v1,v1,VCTK Corpus 0.92|female,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-23.674901,-4.727072,0.000000,0.000000,0.052649,4136.193229,0.591078,184.279462,155.723530,221.343603
p225_281_mic1,VCTK Corpus 0.92,full local extraction,p225,female,speech,English,data/datasets/speech/vctk/raw/VCTK-Corpus-0.92/wav48_silence_trimmed/p225/p225_281_mic1.flac,,2.781083,48000,ok,canonical mic1 flac,clean_speech_v1,v1,VCTK Corpus 0.92|female,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-26.447258,-7.822828,0.000000,0.000000,0.056326,4472.145377,0.541219,183.291620,149.271532,227.901677
p225_285_mic1,VCTK Corpus 0.92,full local extraction,p225,female,speech,English,data/datasets/speech/vctk/raw/VCTK-Corpus-0.92/wav48_silence_trimmed/p225/p225_285_mic1.flac,,2.677313,48000,ok,canonical mic1 flac,clean_speech_v1,v1,VCTK Corpus 0.92|female,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-27.327088,-4.140272,0.000000,0.019920,0.050795,4775.262713,0.376866,183.670135,156.429636,222.544847
p225_286_mic1,VCTK Corpus 0.92,full local extraction,p225,female,speech,English,data/datasets/speech/vctk/raw/VCTK-Corpus-0.92/wav48_silence_trimmed/p225/p225_286_mic1.flac,,2.756833,48000,ok,canonical mic1 flac,clean_speech_v1,v1,VCTK Corpus 0.92|female,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-28.001503,-9.219802,0.000000,0.000000,0.054503,4551.761183,0.539855,169.251252,152.369488,194.404233
p225_296_mic1,VCTK Corpus 0.92,full local extraction,p225,female,speech,English,data/datasets/speech/vctk/raw/VCTK-Corpus-0.92/wav48_silence_trimmed/p225/p225_296_mic1.flac,,2.586375,48000,ok,canonical mic1 flac,clean_speech_v1,v1,VCTK Corpus 0.92|female,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-23.699328,-4.183501,0.000000,0.090535,0.037871,4108.138526,0.474903,168.388157,155.882228,205.018551
p225_300_mic1,VCTK Corpus 0.92,full local extraction,p225,female,speech,English,data/datasets/speech/vctk/raw/VCTK-Corpus-0.92/wav48_silence_trimmed/p225/p225_300_mic1.flac,,2.252458,48000,ok,canonical mic1 flac,clean_speech_v1,v1,VCTK Corpus 0.92|female,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-26.203273,-7.907396,0.000000,0.000000,0.030872,4103.679782,0.429204,189.841181,156.564160,237.452985
p225_301_mic1,VCTK Corpus 0.92,full local extraction,p225,female,speech,English,data/datasets/speech/vctk/raw/VCTK-Corpus-0.92/wav48_silence_trimmed/p225/p225_301_mic1.flac,,2.719354,48000,ok,canonical mic1 flac,clean_speech_v1,v1,VCTK Corpus 0.92|female,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-24.396463,-4.310141,0.000000,0.031373,0.067423,4449.592347,0.404412,166.969441,108.949480,196.348329
p225_308_mic1,VCTK Corpus 0.92,full local extraction,p225,female,speech,English,data/datasets/speech/vctk/raw/VCTK-Corpus-0.92/wav48_silence_trimmed/p225/p225_308_mic1.flac,,2.564646,48000,ok,canonical mic1 flac,clean_speech_v1,v1,VCTK Corpus 0.92|female,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-28.986650,-9.774249,0.000000,0.004149,0.096791,5767.678656,0.470817,176.964334,149.173263,224.864226
p225_312_mic1,VCTK Corpus 0.92,full local extraction,p225,female,speech,English,data/datasets/speech/vctk/raw/VCTK-Corpus-0.92/wav48_silence_trimmed/p225/p225_312_mic1.flac,,2.652125,48000,ok,canonical mic1 flac,clean_speech_v1,v1,VCTK Corpus 0.92|female,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-24.741541,-7.473107,0.000000,0.000000,0.052528,3771.555173,0.545113,209.363224,165.598321,265.591395
p225_319_mic1,VCTK Corpus 0.92,full local extraction,p225,female,speech,English,data/datasets/speech/vctk/raw/VCTK-Corpus-0.92/wav48_silence_trimmed/p225/p225_319_mic1.flac,,2.740813,48000,ok,canonical mic1 flac,clean_speech_v1,v1,VCTK Corpus 0.92|female,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-26.802966,-7.582199,0.000000,0.007782,0.059946,5029.702018,0.410909,184.489666,156.517146,230.211901
p225_323_mic1,VCTK Corpus 0.92,full local extraction,p225,female,speech,English,data/datasets/speech/vctk/raw/VCTK-Corpus-0.92/wav48_silence_trimmed/p225/p225_323_mic1.flac,,2.203021,48000,ok,canonical mic1 flac,clean_speech_v1,v1,VCTK Corpus 0.92|female,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-29.344944,-9.766085,0.000000,0.000000,0.069647,5286.093579,0.343891,179.151282,145.123725,203.017438
p225_324_mic1,VCTK Corpus 0.92,full local extraction,p225,female,speech,English,data/datasets/speech/vctk/raw/VCTK-Corpus-0.92/wav48_silence_trimmed/p225/p225_324_mic1.flac,,2.263625,48000,ok,canonical mic1 flac,clean_speech_v1,v1,VCTK Corpus 0.92|female,neutral_speech,quality_ok;duration_2_20;English;balanced_by_dataset_and_gender;round_robin_by_speaker,ok,,-25.700610,-8.797330,0.000000,0.004695,0.034828,4479.235565,0.511013,161.243313,149.631816,186.663293
